drug_id	target_id	gene_name
DB00074	BE0002094	C1QA
DB05434	BE0000961	CXCL8
DB00801	BE0003593	GABRG1
DB00454	BE0004890	CHRM1
DB00866	BE0000291	HTR1A
DB00537	BE0008384	
DB00142	BE0000403	GGCX
DB02613	BE0004027	PNLIPRP2
DB03856	BE0000404	ODC1
DB05767	BE0000704	TNF
DB00138	BE0002251	SLC7A9
DB01594	BE0000471	GABRA5
DB01127	BE0000233	ERG11
DB04714	BE0000776	FDPS
DB00273	BE0000322	CA2
DB01218	BE0000090	KCNH2
DB00211	BE0000501	ADRA1A
DB05767	BE0002387	NFKB2
DB04527	BE0004630	MASP2
DB02736	BE0001443	amiC
DB00420	BE0000715	ADRA1D
DB01099	BE0000021	TMP1
DB01657	BE0001222	tynA
DB07718	BE0000048	F2
DB00989	BE0000426	ACHE
DB07514	BE0000369	KDR
DB00415	BE0004335	pbp1b
DB00543	BE0000311	HTR3A
DB08088	BE0000132	AR
DB00114	BE0000603	PSAT1
DB08699	BE0004384	CAMK2G
DB03692	BE0002041	pldA
DB00951	BE0003536	CYP2C19
DB00170	BE0000333	F7
DB08896	BE0000029	FLT1
DB00674	BE0000850	CHRNB2
DB00996	BE0004956	GRIN1
DB01238	BE0000289	ADRA2A
DB08239	BE0001852	KIF11
DB00464	BE0000380	PROC
DB07551	BE0003852	pufM
DB00122	BE0002180	BCHE
DB08745	BE0000216	F10
DB00695	BE0000322	CA2
DB00685	BE0000366	gyrA
DB06828	BE0001680	LTA4H
DB01030	BE0000091	TOP1MT
DB09105	BE0008652	S1PR1
DB06898	BE0000123	ESR1
DB01224	BE0000797	HTR1B
DB00417	BE0001018	SLC15A1
DB05676	BE0001287	PDE4D
DB00376	BE0000092	CHRM1
DB01392	BE0000342	ADRA2C
DB00788	BE0000017	PTGS1
DB01734	BE0000623	PTPN1
DB00777	BE0000575	ADRA1B
DB00284	BE0000876	GAA
DB00142	BE0000030	SLC7A11
DB05308	BE0000324	TYMS
DB07941	BE0001019	MAPK14
DB00055	BE0000016	F8
DB09283	BE0008628	
DB04353	BE0001342	gag-pol
DB11348	BE0005274	NRXN1
DB00852	BE0004924	ATF1
DB03403	BE0002020	coaBC
DB03737	BE0001072	CDK2
DB08523	BE0002536	def
DB01623	BE0000451	HTR2A
DB00323	BE0002089	COMT
DB07505	BE0003804	gag-pol
DB00391	BE0000756	DRD2
DB00451	BE0000687	THRA
DB00413	BE0000289	ADRA2A
DB02053	BE0001557	rpiA
DB01942	BE0001475	def
DB08818	BE0004606	VCAN
DB00241	BE0000478	GABRA4
DB01232	BE0004854	pol
DB00365	BE0000429	parC
DB04959	BE0002459	KRT7
DB00075	BE0002096	C1QC
DB08808	BE0001012	ADRB3
DB06148	BE0000756	DRD2
DB02659	BE0003988	COX5A
DB02983	BE0001886	CLC
DB03714	BE0000623	PTPN1
DB05077	BE0000061	CNR1
DB03790	BE0001988	katA
DB06674	BE0000704	TNF
DB12742	BE0000852	PDGFRA
DB01863	BE0001627	ITPKA
DB04614	BE0000426	ACHE
DB08430	BE0004111	LCTL
DB02950	BE0001072	CDK2
DB03247	BE0002364	POR
DB02010	BE0001312	ZAP70
DB04905	BE0000442	HRH1
DB01010	BE0000426	ACHE
DB01045	BE0003659	SLCO1B3
DB06836	BE0001315	PIK3CG
DB03991	BE0001978	HN
DB00661	BE0000483	CACNA1G
DB01026	BE0004873	CYP21A2
DB02855	BE0000939	CTSB
DB03499	BE0000148	ME2
DB04714	BE0004142	ispF
DB12698	BE0003399	FFAR4
DB11581	BE0000246	BCL2
DB00089	BE0000568	FOLH1
DB01784	BE0000322	CA2
DB07348	BE0002654	CYTH2
DB07158	BE0003382	CHEK1
DB00945	BE0001098	HSPA5
DB03317	BE0003055	
DB00988	BE0000581	DRD3
DB07959	BE0003382	CHEK1
DB02251	BE0002715	menC
DB06372	BE0004734	IL1A
DB01041	BE0001086	NFKB1
DB00056	BE0002100	FCGR2C
DB03365	BE0001072	CDK2
DB01401	BE0000017	PTGS1
DB02514	BE0001349	
DB02594	BE0002018	aphA
DB00669	BE0000291	HTR1A
DB03049	BE0001511	sufS
DB08330	BE0003860	UQCRB
DB03843	BE0001349	
DB03461	BE0000747	AKR1B1
DB01942	BE0002640	citE
DB11348	BE0002109	CALR
DB00122	BE0000494	PCYT1B
DB00887	BE0000047	SLC12A5
DB01355	BE0000381	GABRA2
DB03904	BE0001991	
DB00829	BE0003594	GABRG3
DB11598	BE0000280	SERPINC1
DB02437	BE0001535	opd
DB05235	BE0000687	THRA
DB08646	BE0004354	mauB
DB00574	BE0000393	HTR2B
DB01238	BE0000756	DRD2
DB04233	BE0003976	opdK
DB08241	BE0003734	CCNA2
DB08244	BE0001852	KIF11
DB00155	BE0000263	NOS3
DB00652	BE0000632	OPRK1
DB03976	BE0004529	PRSS2
DB07582	BE0003427	
DB01969	BE0004459	CS
DB07147	BE0003754	ADAM17
DB01497	BE0000770	OPRM1
DB05434	BE0001015	FGF2
DB00842	BE0003599	GABRD
DB01337	BE0000045	CHRM3
DB04083	BE0003207	
DB04272	BE0002953	ITEVIR
DB02059	BE0000542	GAPDH
DB00108	BE0002093	C1R
DB00355	BE0001444	ampC
DB02503	BE0001358	ampC
DB04517	BE0001758	hemC
DB00031	BE0000211	PLG
DB02709	BE0000220	NQO2
DB06902	BE0002088	ESRRG
DB05885	BE0004857	GLRA1
DB01992	BE0001823	acpS
DB05042	BE0000945	HTR6
DB00707	BE0000499	LDLR
DB00141	BE0002262	B4GALT3
DB07105	BE0000048	F2
DB00607	BE0004643	pbp3
DB00172	BE0002206	P3H2
DB00005	BE0001087	LTA
DB07045	BE0003775	HSPA8
DB00145	BE0000347	GATM
DB00800	BE0000342	ADRA2C
DB05744	BE0000918	IL6
DB01388	BE0002356	CACNB4
DB00237	BE0004797	GABRA1
DB00142	BE0000454	GRIN2C
DB02761	BE0001799	hcp
DB06101	BE0000023	FLT4
DB06274	BE0000420	OPRD1
DB00408	BE0000112	HRH2
DB06698	BE0000968	HRH3
DB00019	BE0000793	CSF3R
DB06595	BE0000453	KIT
DB06151	BE0004655	CHUK
DB01632	BE0004582	UCKL1
DB07041	BE0003773	ligA
DB06702	BE0000405	CHRM4
DB01159	BE0000534	GRIN3B
DB00316	BE0002194	FAAH
DB01870	BE0004457	AMY2B
DB00825	BE0000632	OPRK1
DB02909	BE0004075	map
DB00105	BE0000661	IFNAR1
DB00423	BE0000267	CA1
DB03929	BE0000433	GLRA1
DB00246	BE0000581	DRD3
DB03933	BE0001994	cagA
DB01819	BE0001721	aroF
DB02277	BE0001019	MAPK14
DB06637	BE0003604	KCND3
DB01021	BE0000267	CA1
DB13025	BE0004864	ADRA2A
DB00172	BE0000188	EPRS
DB00025	BE0002117	PHYH
DB01831	BE0000228	WARS
DB02758	BE0001217	aspC
DB02264	BE0000689	FGF1
DB00786	BE0001116	MMP3
DB00393	BE0000303	CACNB1
DB01163	BE0004290	pbpA
DB06212	BE0000293	AVPR2
DB07786	BE0002214	ADA
DB02494	BE0003835	SNU13
DB04408	BE0001841	ncsA
DB01117	BE0000612	
DB00122	BE0000615	PCYT1A
DB00588	BE0000657	PLA2G4A
DB07247	BE0001178	F3
DB03111	BE0001326	fhuA
DB09462	BE0003957	PAEP
DB01352	BE0000826	GRIK2
DB02425	BE0002743	ethR
DB05046	BE0000632	OPRK1
DB00099	BE0000793	CSF3R
DB00408	BE0000756	DRD2
DB04197	BE0000286	ARG1
DB04464	BE0004084	rub
DB07320	BE0003382	CHEK1
DB01105	BE0000486	SLC6A2
DB02307	BE0001528	lasB
DB00651	BE0000487	PDE4B
DB01810	BE0001504	CTSF
DB01708	BE0000886	SULT2A1
DB04327	BE0003285	
DB04310	BE0002535	def
DB08601	BE0000412	RXRA
DB04047	BE0003133	folP
DB03661	BE0002135	CTSL
DB01917	BE0000404	ODC1
DB00703	BE0000322	CA2
DB01702	BE0004035	pcaH
DB08642	BE0000330	DHFR
DB01472	BE0000289	ADRA2A
DB06579	BE0008668	GABRA1
DB01031	BE0000322	CA2
DB00909	BE0001143	SCN9A
DB04173	BE0003212	lamB
DB02048	BE0000263	NOS3
DB01090	BE0003584	CHRNB4
DB00114	BE0002150	PYGB
DB00574	BE0000533	HTR2C
DB03381	BE0004476	DBI
DB07143	BE0000048	F2
DB01466	BE0000770	OPRM1
DB00447	BE0004643	pbp3
DB03247	BE0003019	epiD
DB00615	BE0000461	rpoA
DB07135	BE0000854	DPP4
DB09213	BE0000246	BCL2
DB00157	BE0000571	PDHA1
DB02427	BE0001555	
DB00795	BE0000069	ACAT1
DB00628	BE0004797	GABRA1
DB05183	BE0001154	IKBKB
DB00639	BE0004803	
DB00385	BE0004796	
DB04120	BE0001229	cobT
DB02721	BE0000227	ADH1A
DB06692	BE0000211	PLG
DB04147	BE0001470	btuB
DB00920	BE0000442	HRH1
DB00622	BE0000560	CHRM2
DB08590	BE0004344	IRAK4
DB09070	BE0000123	ESR1
DB06903	BE0003748	ptlH
DB03754	BE0001790	lytA
DB03152	BE0003883	puhA
DB01229	BE0000246	BCL2
DB08732	BE0003801	rep
DB00290	BE0000167	LIG3
DB00198	BE0002705	CES1
DB02546	BE0002365	HDAC1
DB02659	BE0003987	MT-CO3
DB07841	BE0004073	RABGGTB
DB01992	BE0002679	
DB07241	BE0003800	rbmD
DB00139	BE0002256	OXCT1
DB06848	BE0003736	TPSAB1
DB00624	BE0000132	AR
DB00157	BE0000098	PDHB
DB00080	BE0004832	
DB05005	BE0002463	CCR9
DB02933	BE0001128	MTAP
DB00110	BE0002099	FCGR2B
DB04187	BE0000807	GSTM1
DB04377	BE0000574	HMGCR
DB04120	BE0001459	catA
DB08234	BE0000330	DHFR
DB05105	BE0003373	
DB03814	BE0001302	DFR1
DB00797	BE0000112	HRH2
DB02767	BE0004021	tonB
DB01162	BE0000575	ADRA1B
DB04447	BE0002830	ams
DB00170	BE0000220	NQO2
DB05037	BE0001072	CDK2
DB02580	BE0004311	
DB08231	BE0003181	TRAPPC3
DB05419	BE0000666	CALY
DB12598	BE0000216	F10
DB00571	BE0001012	ADRB3
DB05773	BE0000511	ERBB2
DB05207	BE0000565	IL1R1
DB04441	BE0002011	deoD
DB03615	BE0002677	
DB00569	BE0000280	SERPINC1
DB03258	BE0001442	NRDD
DB02670	BE0004581	SMARCA5
DB01331	BE0004644	pbp2a
DB03814	BE0003193	mglB
DB06616	BE0004315	LYN
DB04855	BE0000141	SCN1A
DB03194	BE0004482	MBL2
DB02879	BE0001895	
DB00157	BE0000162	OGDH
DB00032	BE0000134	LHCGR
DB00131	BE0000007	PYGL
DB08461	BE0000132	AR
DB00170	BE0002329	VKORC1L1
DB00335	BE0000172	ADRB1
DB03884	BE0003766	HAO1
DB06211	BE0004647	pbpB
DB03147	BE0001354	pox5
DB08515	BE0003912	PSMA3
DB00393	BE0002359	CACNA1D
DB01920	BE0001421	lacZ
DB03461	BE0000400	ADH1B
DB02510	BE0000188	EPRS
DB00087	BE0002093	C1R
DB00172	BE0001014	PPIA
DB01742	BE0001014	PPIA
DB02899	BE0003926	
DB03496	BE0000767	EGFR
DB09462	BE0002037	glpF
DB00513	BE0000211	PLG
DB09028	BE0000849	CHRNA4
DB03147	BE0001184	NQO1
DB08550	BE0000865	PNMT
DB04147	BE0001610	fadL
DB07316	BE0000329	HSD11B1
DB04006	BE0001072	CDK2
DB00067	BE0000165	AVPR1A
DB01964	BE0000322	CA2
DB02596	BE0001832	NMNAT3
DB04233	BE0003981	
DB08889	BE0002347	PSMB1
DB08185	BE0003279	tuf
DB01565	BE0000947	POMC
DB01403	BE0000045	CHRM3
DB01136	BE0001074	SELE
DB05168	BE0003405	FOLR1
DB03352	BE0002377	MST
DB00254	BE0001092	PADI4
DB00540	BE0000501	ADRA1A
DB05488	BE0000799	gyrB
DB01738	BE0000872	PRKCB
DB07236	BE0003728	NCOA1
DB07219	BE0000939	CTSB
DB01128	BE0000132	AR
DB05785	BE0000144	RARG
DB04359	BE0003136	phnX
DB00535	BE0001075	MPO
DB05744	BE0000704	TNF
DB00799	BE0000078	RXRB
DB07933	BE0000792	ESR2
DB12555	BE0000451	HTR2A
DB01488	BE0000945	HTR6
DB04654	BE0001739	PRSS1
DB04014	BE0000890	CDK5
DB11614	BE0000442	HRH1
DB01621	BE0000756	DRD2
DB01059	BE0000742	TOP2A
DB02311	BE0000695	FKBP1A
DB04856	BE0000402	CCKAR
DB02471	BE0004338	LCT
DB00074	BE0000710	FCGR1A
DB00422	BE0000486	SLC6A2
DB02482	BE0001385	PRKCQ
DB01670	BE0001266	est
DB00682	BE0000713	VKORC1
DB03499	BE0002562	synC
DB03317	BE0002904	
DB04452	BE0001363	lef
DB01577	BE0000289	ADRA2A
DB04560	BE0001981	hemB
DB08899	BE0000132	AR
DB03397	BE0002025	glmU
DB05492	BE0000533	HTR2C
DB04315	BE0004638	ARL3
DB02433	BE0001253	kdsA
DB02325	BE0001565	mutL
DB13151	BE0000538	FGA
DB00408	BE0000145	DRD5
DB03434	BE0001926	GNLY
DB00092	BE0002093	C1R
DB07653	BE0003382	CHEK1
DB00897	BE0003594	GABRG3
DB00241	BE0000381	GABRA2
DB05218	BE0000704	TNF
DB00005	BE0000710	FCGR1A
DB05595	BE0003405	FOLR1
DB00786	BE0003693	MMP15
DB00371	BE0000795	GABRA1
DB08009	BE0004147	CAMK1G
DB00040	BE0000527	GCGR
DB00780	BE0002198	MAOA
DB04522	BE0001200	RHO
DB00290	BE0000199	LIG1
DB03934	BE0001009	CYCS
DB08818	BE0004933	HAPLN1
DB00051	BE0002100	FCGR2C
DB01001	BE0000694	ADRB2
DB02205	BE0001536	
DB01600	BE0000262	PTGS2
DB02648	BE0000373	CROT
DB00118	BE0000407	MAT1A
DB01375	BE0002470	VDAC3
DB07373	BE0002499	onr
DB00334	BE0000342	ADRA2C
DB09462	BE0001167	HPGDS
DB01686	BE0000005	NOS2
DB01728	BE0001200	RHO
DB04473	BE0002815	IGHG1
DB04678	BE0000214	ABO
DB04832	BE0002196	MAOB
DB03697	BE0000322	CA2
DB08818	BE0004940	HABP2
DB00130	BE0002240	GLUL
DB01725	BE0000048	F2
DB08264	BE0004259	ndoB
DB00777	BE0000092	CHRM1
DB04147	BE0004173	cia
DB09082	BE0000694	ADRB2
DB00950	BE0000442	HRH1
DB03616	BE0002101	ACTA1
DB05787	BE0001155	ITGB3
DB05227	BE0000451	HTR2A
DB13149	BE0000216	F10
DB01432	BE0004809	
DB05254	BE0000895	PLAU
DB03180	BE0001229	cobT
DB00594	BE0000752	SLC9A1
DB01073	BE0004796	
DB08623	BE0001358	ampC
DB09272	BE0000420	OPRD1
DB00571	BE0000694	ADRB2
DB00127	BE0000404	ODC1
DB03660	BE0001936	pcp
DB09517	BE0000085	FTL
DB07662	BE0000767	EGFR
DB01224	BE0000291	HTR1A
DB07008	BE0000005	NOS2
DB00808	BE0000672	KCNQ1
DB04803	BE0000735	HMOX1
DB00289	BE0000749	SLC6A4
DB02172	BE0001220	xylA
DB03635	BE0003136	phnX
DB04454	BE0000953	EGF
DB01259	BE0000767	EGFR
DB00092	BE0000719	CD2
DB00321	BE0000632	OPRK1
DB01750	BE0003767	SKP1
DB00522	BE0002128	HPN
DB00819	BE0000267	CA1
DB08337	BE0001358	ampC
DB08662	BE0003804	gag-pol
DB04233	BE0001200	RHO
DB07855	BE0003761	PRKACA
DB00429	BE0000064	PTGER1
DB02452	BE0001883	tdk
DB00085	BE0004834	
DB02595	BE0001578	mltB
DB07824	BE0002718	blaCTX-M-9a
DB07238	BE0001478	
DB03013	BE0001605	chb
DB00421	BE0004887	SRD5A1
DB04880	BE0000436	PDE3A
DB00184	BE0000849	CHRNA4
DB04824	BE0003538	UGT1A9
DB00072	BE0002093	C1R
DB00842	BE0002346	GABRB2
DB00656	BE0000533	HTR2C
DB00811	BE0000681	L
DB00114	BE0000791	CTH
DB04348	BE0001967	FABP6
DB06589	BE0002133	FGFR3
DB08064	BE0001019	MAPK14
DB00366	BE0000092	CHRM1
DB00514	BE0004904	CYBB
DB03010	BE0001340	TUBA1A
DB05131	BE0000364	F9
DB01583	BE0000315	THRB
DB00586	BE0000017	PTGS1
DB03461	BE0000617	MTHFD1
DB09462	BE0001711	bfr
DB00609	BE0000332	inhA
DB05260	BE0003003	PPI
DB00232	BE0000322	CA2
DB02811	BE0002180	BCHE
DB00005	BE0002098	FCGR2A
DB00249	BE0000458	TK
DB04199	BE0004113	mxiM
DB02234	BE0001483	nos
DB00437	BE0002204	XDH
DB02379	BE0002736	lecB
DB00157	BE0000542	GAPDH
DB13025	BE0004862	HTR1A
DB01676	BE0002499	onr
DB00036	BE0000967	TFPI
DB05268	BE0000036	RAF1
DB00430	BE0000588	mrcA
DB03632	BE0001058	CHIT1
DB00606	BE0000322	CA2
DB03909	BE0000042	PDXK
DB00098	BE0003488	CD4
DB04099	BE0001601	nadE
DB04522	BE0001277	PIM1
DB07194	BE0001316	SYK
DB02772	BE0002834	
DB01752	BE0004586	COMTD1
DB03003	BE0000814	GSTP1
DB04946	BE0000342	ADRA2C
DB08284	BE0002050	gag-pol
DB00117	BE0000086	HAL
DB04580	BE0003329	
DB02930	BE0001269	recA
DB01942	BE0002659	GST
DB00909	BE0003636	SCN2B
DB08302	BE0000215	PPARG
DB00216	BE0000476	HTR1E
DB03013	BE0003751	LYZ
DB07778	BE0000938	MT-CYB
DB01354	BE0000849	CHRNA4
DB08463	BE0001072	CDK2
DB01200	BE0000020	DRD1
DB00142	BE0000823	ALDH18A1
DB02236	BE0000882	GART
DB00408	BE0000575	ADRA1B
DB04233	BE0003975	
DB00775	BE0001155	ITGB3
DB02905	BE0001229	cobT
DB02759	BE0003751	LYZ
DB00171	BE0000269	ADCY1
DB00424	BE0000405	CHRM4
DB00653	BE0000691	CACNA2D1
DB00142	BE0000534	GRIN3B
DB07384	BE0003841	ATP5B
DB00081	BE0002095	C1QB
DB00689	BE0004656	pbpA
DB00056	BE0002096	C1QC
DB07954	BE0001223	PDE3B
DB06695	BE0000048	F2
DB04918	BE0002393	ftsI
DB03389	BE0001329	cslB
DB00074	BE0002097	FCGR3A
DB07564	BE0001405	tgt
DB00801	BE0003592	GABRG2
DB00533	BE0000262	PTGS2
DB03747	BE0001153	HEXB
DB00851	BE0003559	PGD
DB01629	BE0001224	udp
DB03127	BE0001764	ECI1
DB00873	BE0000794	NR3C1
DB07952	BE0004066	trpB
DB04871	BE0000533	HTR2C
DB01142	BE0000560	CHRM2
DB01605	BE0000576	pbpA
DB03311	BE0000623	PTPN1
DB02410	BE0002674	por
DB06855	BE0001739	PRSS1
DB06791	BE0003528	SSTR2
DB00287	BE0000610	PTGFR
DB07954	BE0000706	PDE7A
DB08734	BE0000324	TYMS
DB07065	BE0001072	CDK2
DB01397	BE0000017	PTGS1
DB01844	BE0000270	REN
DB09185	BE0000486	SLC6A2
DB01567	BE0002346	GABRB2
DB07358	BE0001056	GCK
DB01977	BE0000895	PLAU
DB02209	BE0001540	pdxJ
DB00182	BE0000118	SLC18A2
DB03820	BE0001349	
DB04299	BE0001389	tyrB
DB00199	BE0000090	KCNH2
DB02452	BE0001811	
DB00107	BE0000751	OXT
DB01559	BE0000381	GABRA2
DB01051	BE0004950	topA
DB11348	BE0004557	NCS1
DB01014	BE0000017	PTGS1
DB03125	BE0001614	folA
DB08602	BE0000706	PDE7A
DB02379	BE0003241	
DB08638	BE0002884	katG
DB03017	BE0004018	
DB08442	BE0001120	HSP90AA1
DB03321	BE0001667	NA
DB00145	BE0000331	SHMT1
DB05166	BE0003378	GPR119
DB02669	BE0003783	npr
DB00293	BE0000324	TYMS
DB00589	BE0000572	ADRA2B
DB00167	BE0002328	IARS2
DB13025	BE0000756	DRD2
DB00142	BE0000396	GRIN2D
DB03847	BE0000216	F10
DB03633	BE0001432	GM2A
DB03147	BE0002965	
DB08846	BE0002437	CA9
DB00169	BE0000779	VDR
DB08348	BE0004049	PARP3
DB01454	BE0000486	SLC6A2
DB08444	BE0001594	gag-pol
DB00849	BE0000795	GABRA1
DB00114	BE0002174	TLH6
DB00424	BE0000092	CHRM1
DB00517	BE0000092	CHRM1
DB03226	BE0001853	
DB01561	BE0000194	HSD17B1
DB07199	BE0002403	NS5b
DB03136	BE0001739	PRSS1
DB01186	BE0000659	HTR1D
DB02494	BE0003831	RPL8
DB06288	BE0000581	DRD3
DB04083	BE0002839	
DB03247	BE0003025	
DB07098	BE0003757	fabZ
DB01076	BE0000854	DPP4
DB00157	BE0000328	ME3
DB04057	BE0001240	ATIC
DB01331	BE0002063	dacA
DB00075	BE0002097	FCGR3A
DB00406	BE0004796	
DB00590	BE0000575	ADRA1B
DB05241	BE0002406	PIK3CD
DB00528	BE0000679	CACNG1
DB04303	BE0002828	xynC
DB01086	BE0000177	SCN10A
DB01442	BE0000118	SLC18A2
DB00436	BE0000322	CA2
DB00115	BE0000734	MTR
DB04147	BE0004182	traF
DB00929	BE0000368	PTGER2
DB04374	BE0003766	HAO1
DB07692	BE0000088	PKM
DB07943	BE0001019	MAPK14
DB03846	BE0001218	tmk
DB05295	BE0000779	VDR
DB07121	BE0003754	ADAM17
DB04847	BE0002211	EGLN2
DB05276	BE0002427	S gene
DB02091	BE0003734	CCNA2
DB01949	BE0000058	MMP9
DB02414	BE0001584	chiB
DB08888	BE0000910	A2M
DB01352	BE0000829	GRIA2
DB01178	BE0000736	TSPO
DB00842	BE0003592	GABRG2
DB03865	BE0000048	F2
DB04074	BE0001822	panB
DB04005	BE0001480	UCK2
DB06149	BE0004826	
DB06412	BE0000132	AR
DB03808	BE0003959	qacR
DB00523	BE0000206	RARB
DB00797	BE0000572	ADRA2B
DB01016	BE0008670	ABCC8
DB03461	BE0000595	BLVRB
DB02527	BE0004497	PRKAR2B
DB03256	BE0001692	gcvT
DB01694	BE0001242	B3GAT1
DB04934	BE0000257	rpoB
DB00044	BE0000134	LHCGR
DB01778	BE0001289	folB
DB03801	BE0001072	CDK2
DB08192	BE0000838	SRC
DB00145	BE0000372	GNMT
DB00485	BE0004643	pbp3
DB00231	BE0000795	GABRA1
DB11093	BE0008704	CADPS
DB03661	BE0000558	fabH
DB01496	BE0000478	GABRA4
DB04574	BE0000123	ESR1
DB08677	BE0001072	CDK2
DB07735	BE0000988	BACE1
DB08157	BE0000267	CA1
DB08231	BE0004238	PPP3CA
DB04132	BE0004541	GSTT2
DB00906	BE0000249	SLC6A1
DB02383	BE0004353	AKR1B10
DB06441	BE0000110	P2RY12
DB00036	BE0001178	F3
DB02790	BE0001901	galE
DB00884	BE0000776	FDPS
DB03654	BE0001233	prfA
DB00991	BE0000017	PTGS1
DB03366	BE0001417	idi
DB01123	BE0004319	lfrR
DB00505	BE0000560	CHRM2
DB00273	BE0000346	GRIK1
DB00112	BE0002100	FCGR2C
DB05345	BE0000442	HRH1
DB07504	BE0001072	CDK2
DB03206	BE0001220	xylA
DB03419	BE0004582	UCKL1
DB02415	BE0003941	ompC
DB07398	BE0003853	pknG
DB01618	BE0000756	DRD2
DB02599	BE0001405	tgt
DB09462	BE0003206	nrdB
DB00420	BE0000575	ADRA1B
DB02713	BE0001590	thiO
DB06080	BE0000029	FLT1
DB01677	BE0000148	ME2
DB00248	BE0000172	ADRB1
DB07595	BE0001072	CDK2
DB02205	BE0000720	GAPDHS
DB04946	BE0000945	HTR6
DB03468	BE0000865	PNMT
DB01159	BE0004797	GABRA1
DB00696	BE0000289	ADRA2A
DB00201	BE0004922	PDE1A
DB03264	BE0003045	fadR
DB01328	BE0003579	mrdA
DB03739	BE0001857	aroQ
DB08491	BE0000920	MMP1
DB03909	BE0001580	pknB
DB04722	BE0000048	F2
DB01638	BE0001220	xylA
DB01717	BE0004536	AK8
DB04652	BE0000668	NR3C2
DB04141	BE0002257	SDHC
DB02316	BE0000558	fabH
DB07738	BE0000988	BACE1
DB06211	BE0008485	pbp4
DB01567	BE0000381	GABRA2
DB04119	BE0004076	CAMK2A
DB03381	BE0001200	RHO
DB00858	BE0000132	AR
DB03780	BE0001405	tgt
DB02386	BE0001395	
DB00721	BE0000738	CHRNA2
DB01207	BE0001893	TBXAS1
DB01620	BE0000442	HRH1
DB07625	BE0000895	PLAU
DB07153	BE0003735	dfrB
DB08811	BE0000631	PDE10A
DB00114	BE0000441	SPTLC1
DB07265	BE0003335	WEE1
DB08110	BE0001430	ampC
DB07110	BE0000988	BACE1
DB04549	BE0000322	CA2
DB00330	BE0000591	embC
DB08231	BE0001432	GM2A
DB00426	BE0000633	
DB00157	BE0000595	BLVRB
DB00607	BE0004644	pbp2a
DB04596	BE0003288	xly
DB00679	BE0000756	DRD2
DB08949	BE0000836	HCAR3
DB06096	BE0000797	HTR1B
DB04114	BE0000426	ACHE
DB00334	BE0000501	ADRA1A
DB00805	BE0000533	HTR2C
DB00039	BE0002133	FGFR3
DB02289	BE0001490	atsA
DB03450	BE0001755	bla
DB07878	BE0001646	CTSS
DB00157	BE0000500	NDUFS4
DB03919	BE0001772	stxB
DB00927	BE0000112	HRH2
DB06859	BE0000048	F2
DB00688	BE0000761	IMPDH1
DB00131	BE0001287	PDE4D
DB03336	BE0002089	COMT
DB04436	BE0004453	SOD2
DB01344	BE0004816	
DB03435	BE0000637	CMPK1
DB05133	BE0001051	IL1B
DB00131	BE0001277	PIM1
DB03351	BE0000330	DHFR
DB03256	BE0002961	dmg
DB07859	BE0001172	AKT2
DB02740	BE0003777	B2M
DB02638	BE0000773	AVPR1B
DB02888	BE0000695	FKBP1A
DB06589	BE0000689	FGF1
DB00656	BE0000451	HTR2A
DB01151	BE0000560	CHRM2
DB05736	BE0003417	CTSK
DB00777	BE0000501	ADRA1A
DB01075	BE0000560	CHRM2
DB07672	BE0002815	IGHG1
DB02932	BE0000132	AR
DB00819	BE0003625	CA3
DB04652	BE0003728	NCOA1
DB03147	BE0001784	xecC
DB00537	BE0008387	gyrA
DB00404	BE0004797	GABRA1
DB03731	BE0000286	ARG1
DB00157	BE0000227	ADH1A
DB08639	BE0002050	gag-pol
DB07708	BE0000123	ESR1
DB00441	BE0004796	
DB00749	BE0000262	PTGS2
DB06861	BE0000048	F2
DB06401	BE0000123	ESR1
DB00420	BE0000389	DRD4
DB00415	BE0003624	penA
DB00463	BE0000829	GRIA2
DB06871	BE0000123	ESR1
DB13150	BE0001178	F3
DB09213	BE0001088	PLAT
DB01727	BE0001239	icd
DB03576	BE0002839	
DB01917	BE0000101	AMD1
DB00713	BE0001018	SLC15A1
DB04233	BE0003936	ompG
DB07807	BE0000916	PYGM
DB07574	BE0001388	TUBA1C
DB00120	BE0000692	TAT
DB04310	BE0003877	def
DB03867	BE0000648	GSR
DB00143	BE0000648	GSR
DB08535	BE0001072	CDK2
DB02735	BE0001197	STS
DB07669	BE0004048	frdC
DB00156	BE0000234	TARS
DB03759	BE0000829	GRIA2
DB00270	BE0002396	CACNA2D2
DB00499	BE0000132	AR
DB01236	BE0000795	GABRA1
DB00536	BE0001754	argG
DB04863	BE0001155	ITGB3
DB00039	BE0001203	FGFR4
DB01992	BE0002678	
DB00139	BE0002255	SUCLG1
DB02264	BE0001121	HGF
DB00051	BE0002098	FCGR2A
DB00080	BE0004833	
DB08271	BE0001198	MMP12
DB02930	BE0001241	BST1
DB08762	BE0003753	CPA1
DB07923	BE0003818	aqpZ
DB07327	BE0002050	gag-pol
DB00343	BE0000679	CACNG1
DB04464	BE0003994	COX6A2
DB00486	BE0000095	CNR2
DB07530	BE0000779	VDR
DB00788	BE0000262	PTGS2
DB00781	BE0004833	
DB00865	BE0000118	SLC18A2
DB01142	BE0000451	HTR2A
DB00714	BE0000659	HTR1D
DB04128	BE0001449	ribH
DB05037	BE0001082	CDK1
DB02934	BE0002011	deoD
DB07830	BE0000854	DPP4
